Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T10,F30,C14,MSP,MIA,34927.0,45808.0,10881,9081,2418,0,0,09:42 -> 12:43,0
T10,F31,C15,MIA,MSP,48681.0,59562.0,10881,9081,2418,0,0,13:31 -> 16:32,0
T11,F32,C16,PHL,IAH,20220.0,29800.0,9580,7780,2129,0,0,05:37 -> 08:16,0
T11,F33,C16,IAH,PHL,60204.69232893688,69784.69232893687,9580,7780,2129,0,0,16:43 -> 19:23,1
T11,F34,C17,PHL,FLL,81711.0,88911.0,7200,5400,1600,0,0,22:41 -> 00:41 (+1),0
T12,F35,C18,ORD,SFO,20220.0,33553.0,13333,11533,2963,0,0,05:37 -> 09:19,0
T12,F36,C18,SFO,ORD,61023.0,74356.0,13333,11533,2963,0,0,16:57 -> 20:39,0
T12,F37,C05,ORD,MCO,76991.0,84281.0,7290,5490,1620,0,0,21:23 -> 23:24,0
T13,F38,C19,MCO,PHL,20760.0,27006.0,6246,4446,1388,0,0,05:46 -> 07:30,0
T13,F39,C19,PHL,CLT,58951.0,62195.0,3244,1444,721,0,0,16:22 -> 17:16,0
T13,F40,C12,CLT,PHL,80404.0,83648.0,3244,1444,721,0,0,22:20 -> 23:14,0
T14,F41,C20,ATL,MIA,20580.0,24895.0,4315,2515,959,0,0,05:43 -> 06:54,0
T14,F42,C14,MIA,DFW,55443.0,63552.0,8109,6309,1802,0,0,15:24 -> 17:39,0
T14,F43,C21,DFW,SEA,72474.0,84480.0,12006,10206,2668,0,0,20:07 -> 23:28,0
T15,F44,C22,SFO,PHX,19980.0,24687.0,4707,2907,1046,0,0,05:33 -> 06:51,0
T15,F45,C22,PHX,ORD,42329.0,52737.0,10408,8608,2313,0,0,11:45 -> 14:38,0
T15,F46,C23,ORD,SEA,68088.49073951445,80512.49073951445,12424,10624,2761,0,0,18:54 -> 22:21,1
T16,F47,C24,PHX,IAH,20460.0,27750.0,7290,5490,1620,0,0,05:41 -> 07:42,0
T16,F48,C24,IAH,ORD,42372.0,49077.0,6705,4905,1490,0,0,11:46 -> 13:37,0
T16,F49,C22,ORD,CLT,78896.40196671175,83234.40196671175,4338,2538,964,0,0,21:54 -> 23:07,1
T17,F50,C25,PHL,MSP,34202.03316786928,41285.03316786928,7083,5283,1574,0,0,09:30 -> 11:28,1
T17,F51,C15,MSP,PHL,74708.21955341181,81791.21955341181,7083,5283,1574,0,0,20:45 -> 22:43,1
T17,F52,C16,PHL,ORD,75714.0,80610.0,4896,3096,1088,0,0,21:01 -> 22:23,0
T18,F53,C26,DEN,IAH,29715.4124014367,35956.4124014367,6241,4441,1387,0,0,08:15 -> 09:59,1
T18,F54,C26,IAH,CLT,72068.2022740454,78665.2022740454,6597,4797,1466,0,0,20:01 -> 21:51,1
T18,F55,C19,CLT,IAH,76741.0,83338.0,6597,4797,1466,0,0,21:19 -> 23:08,0
T19,F56,C27,SEA,PHX,20100.0,28114.0,8014,6214,1781,0,0,05:35 -> 07:48,0
T19,F57,C27,PHX,SEA,41202.07136659191,49216.07136659191,8014,6214,1781,0,0,11:26 -> 13:40,1
T19,F58,C00,SEA,LAS,71256.0,77533.0,6277,4477,1395,0,0,19:47 -> 21:32,0
T20,F59,C28,SEA,LAX,21000.0,27912.0,6912,5112,1536,0,0,05:50 -> 07:45,0
T20,F60,C28,LAX,IAH,61650.04927641936,71617.04927641936,9967,8167,2215,0,0,17:07 -> 19:53,1
T20,F61,C29,IAH,MIA,72112.01879901289,79082.01879901289,6970,5170,1549,0,0,20:01 -> 21:58,1
T20,F62,C20,MIA,ATL,84944.0,89259.0,4315,2515,959,0,0,23:35 -> 00:47 (+1),0
T21,F63,C30,SFO,DEN,33122.61849066795,40106.61849066795,6984,5184,1552,0,0,09:12 -> 11:08,1
T21,F64,C30,DEN,PHL,46938.0,58188.0,11250,9450,2500,0,0,13:02 -> 16:09,0
T21,F65,C15,PHL,ATL,88209.33718127801,93028.33718127801,4819,3019,1071,0,0,00:30 -> 01:50,1
T22,F66,C31,DEN,JFK,20700.0,32440.0,11740,9940,2609,0,0,05:45 -> 09:00,0
T22,F67,C31,JFK,DEN,44322.0,56062.0,11740,9940,2609,0,0,12:18 -> 15:34,0
T22,F68,C09,DEN,LAX,90903.82328925151,97135.82328925151,6232,4432,1385,0,0,01:15 -> 02:58,1
T23,F69,C32,PHX,ATL,20400.0,31870.0,11470,9670,2549,0,0,05:40 -> 08:51,0
T23,F70,C03,ATL,MSP,56016.0,62581.0,6565,4765,1459,0,0,15:33 -> 17:23,0
T24,F71,C33,LAX,ORD,20220.0,32829.0,12609,10809,2802,0,0,05:37 -> 09:07,0
T24,F72,C24,ORD,LAX,52503.0,65112.0,12609,10809,2802,0,0,14:35 -> 18:05,0
